experiment_id,description,model_name,metric_name,metric_value,improved,duration_s,commit,notes
0,"baseline: LightGBM binary classifier with 5-fold stratified CV (N=891 << 10k threshold), feature engineering (Title from Name, Deck from Cabin, FamilySize/IsAlone, log-Fare, Age missingness indicator), median/mode imputation, and native LightGBM categorical handling",,roc_auc,0.844137,true,106.1,4528332,
1,"Enhanced feature engineering (TicketPrefix, IsChild, AgeBin, Fare_per_person, Sex_Pclass interaction, IsMother, FamilySizeGroup) + LightGBM+XGBoost ensemble with tuned hyperparameters",,roc_auc,0.835903,false,72.4,,
2,"Switch to CatBoost with 5-fold OOF evaluation (all 891 samples) + Sex_Pclass interaction feature; CatBoost's ordered boosting excels at small datasets with categorical features, and OOF gives a more stable metric than the single 20% hold-out",,roc_auc,0.871414,true,5.5,2c83916,
3,"Optuna HPO (50 trials) to find optimal CatBoost hyperparameters + add TicketGroup size, FarePerPerson, and WomanOrChild features to CatBoost with 5-fold OOF",,roc_auc,0.888082,true,179.1,b15bec6,
4,"3-model ensemble (CatBoost + LightGBM + XGBoost) each with Optuna HPO, plus richer feature engineering (FamilySizeGroup, IsChild, AgeBin, IsMother, SurnameGroup, NumCabins) and Optuna-optimized blend weights over OOF predictions",,roc_auc,0.897765,true,205.8,8d48673,
5,"Added ExtraTrees as 4th diverse base model (bagging vs. boosting), 7 new features (DeckNum ordinal, CabinNum, HasTicketPrefix, NameLength, Fare_class_z within-Pclass, Title_Pclass interaction, Pclass_Embarked interaction), and 2-level stacking with a cross-validated Logistic Regression meta-learner on the 4 OOF prediction arrays",,roc_auc,0.897328,false,294.4,,
6,"Multi-seed ensemble (5 seeds for CatBoost, 3 for LGB/XGB) to reduce variance from random splits + 3 new interaction features (IsAlone×Pclass, WomanOrChild×Pclass, FamilySize×Pclass) + increased CatBoost HPO to 60 trials; seed-averaging stabilizes OOF predictions on this small N=891 dataset",,roc_auc,0.898404,true,287.7,6652f9f,
7,"Title-based Age imputation, K-fold target encoding for categoricals (benefits LGB/XGB), new features (TicketPrefix, Fare_class_z, Age_Pclass), and 3-fold-seed × 5-model-seed final training for smoother OOF estimates",,roc_auc,0.898657,true,509.9,82d54bb,
8,"Added OOF family/ticket group survival rate features (Surname_survival_oof, Ticket_survival_oof) to capture Titanic's ""families survive together"" signal, plus RandomForest as a 4th diverse base model (bagging vs boosting) with Optuna HPO and multi-seed training",,roc_auc,0.903599,true,903.0,ca2f310,
9,"Added Bayesian smoothing to OOF group survival features (reduces small-group noise), new SurnameTicket_survival_oof feature (captures most specific family unit), CabinNumber extraction, and HistGradientBoosting as 5th ensemble model with Optuna HPO for additional diversity",,roc_auc,0.907189,true,812.5,b73ed40,
10,"Added SVM (RBF kernel) as 6th diverse base model with Optuna HPO + proper fold-level scaling, expanded CB to 7 model seeds and LGB to 4 seeds, and updated 6-model blend optimization with 400 Optuna trials for better weight discovery",,roc_auc,,false,0.0,,SyntaxError: invalid syntax
11,"Fix SyntaxError from exp 10, add SVM (RBF kernel) as 6th diverse base model with proper per-fold StandardScaler, expand CB to 7 seeds and LGB to 4 seeds for better variance reduction, add 3 new interaction features (MaleAdult, FemaleHighClass, Child_Pclass), and expand blend optimization to 400 trials over 6 models",,roc_auc,0.908403,true,809.0,b27343e,
12,"Add MLP (sklearn MLPClassifier, 20 Optuna HPO trials, 3×3 seed averaging) and Logistic Regression (10 HPO trials, 3 fold seeds) as 7th and 8th diverse ensemble models — neural net and linear model add different inductive bias vs all tree-based models, with 8-model Optuna blend optimization (400 trials)",,roc_auc,,false,0.0,,SyntaxError: invalid character '×' (U+00D7)
13,"Fix SyntaxError from exp 12 (Unicode × char + truncated file), add MLP (7th model, 15 HPO trials, early_stopping) and LogisticRegression (8th model, 10 HPO trials) as diverse ensemble members, add rank-averaging blend variant, add Title_Pclass + FareLog_Sex + DeckOrd features, and update to 8-model Optuna blend optimization (400 trials)",,roc_auc,0.905016,false,1272.3,,
14,"Added 2 new OOF group survival features (Deck_survival_oof, TitlePclass_survival_oof) + FareLog_Female interaction, and a level-2 CatBoost meta-learner stacking on 6 base model OOF predictions with rank-normalized features to capture non-linear ensemble patterns",,roc_auc,0.904755,false,758.8,,
15,"Restore from best_train.py (exp 11, 0.908403) and add ExtraTrees as 7th diverse ensemble model (random thresholds differ from RF) + SexAgeBin_survival_oof feature (10 well-populated sex×age groups capturing fine-grained Titanic survival patterns), with 7-model Optuna blend optimization (500 trials)",,roc_auc,0.907818,false,846.3,,
16,"Restore from best_train.py (exp 11, 0.908403), add SexPclass_survival_oof and WocPclass_survival_oof features (6-group OOF rates for the most discriminative Titanic groupings), and replace Optuna blend with scipy Powell multi-start (300 Dirichlet-initialized starts) which is far more efficient for smooth 6D continuous optimization, plus add rank-average blend and Optuna blend as additional candidates",,roc_auc,0.906880,false,1566.3,,
17,"Restore from best_train.py (exp 11), add rsm (random subspace method, 0.5-1.0) to CatBoost HPO to tune feature column sampling, increase CB HPO trials 60→80, and expand CB model seeds 7→10 for more stable OOF estimates",,roc_auc,0.906955,false,957.6,,
18,"Restored from best_train.py (exp 11, 0.908403), added multi-seed OOF survival features (avg of 3 CV seeds for smoother surname/ticket/surname+ticket survival estimates), CabinParity feature (odd/even cabin number for port/starboard side), and LightGBM DART boosting seeds (2 seeds mixed into LGB ensemble for dropout-based regularization diversity), plus rank-average blend as additional candidate",,roc_auc,0.907386,false,911.6,,
19,"Restored from best_train.py (exp 11, 0.908403) and added K-Nearest Neighbors as 7th diverse ensemble model (Optuna HPO over n_neighbors/weights/metric, 3-fold-seed OOF averaging) — distance-based inductive bias is fundamentally different from all tree/kernel models, with 7-model Optuna blend optimization (500 trials)",,roc_auc,0.908164,false,810.1,,
