experiment_id,description,model_name,metric_name,metric_value,improved,duration_s,commit,notes
0,"baseline: LightGBM with 5-fold stratified CV on Titanic (N=891) with rich feature engineering — Title from Name, Deck from Cabin, Ticket prefix, family-size features, missingness indicators, and log-Fare; ensemble of 5 fold models for robust val AUC on this small dataset.",,roc_auc,0.838801,true,3.2,f7ce7fc,
1,"Richer feature engineering (ticket frequency, fare-per-person, title-based age imputation, Sex×Pclass interactions, age bins, cabin count, Title_Pclass combo); full-dataset 5-fold OOF CV (all 891 samples used for evaluation instead of 20% holdout); better LightGBM params (num_leaves=63, lr=0.03, 3000 trees with early stopping)",,roc_auc,0.869508,true,3.7,b904644,
2,"** Ensemble of LightGBM + XGBoost + CatBoost (simple average of OOF predictions) with new features: WomenOrChild flag, Fare percentile rank within Pclass, WomanChild×Pclass interaction, AloneMan, FamilySize×Pclass — diversity across three GBM families should push AUC above 0.869.",,roc_auc,0.896127,true,8.7,6ca0e7f,
3,"Fold-safe target encoding for Title/Deck/Embarked/Ticket_prefix/Title_Pclass inside each CV fold (converts ordinal labels to survival-rate signals without leakage), plus new structural features: Surname_freq, SibSp×Parch, Age², Age×IsWoman, FamilySize×IsWoman, TicketFamilyDiff, IsNonFamilyGroup; keeps LGB+XGB+CatBoost ensemble",,roc_auc,0.888005,false,10.9,,
4,"Added RandomForest + ExtraTrees as base models and stacked all 5 models (LGB+XGB+CatBoost+RF+ET) with a Logistic Regression meta-learner evaluated via honest OOF 5-fold CV, targeting improved ensemble diversity beyond the 0.896 GBM-only average.",,roc_auc,0.896127,false,17.3,,
5,"Optuna-tuned hyperparameters for LGB/XGB/CatBoost (40+30+20 trials), added Surname_size feature and Surname_size×IsWoman interaction, switched from simple-average to rank-based ensemble to normalize score distributions across model families.",,roc_auc,0.898145,true,136.7,d451570,
6,"Add LGB-DART (25 Optuna trials) as 4th ensemble member, increase LGB/XGB/CAT Optuna trials to 60/50/35, add SibSp_x_Parch/Has_Parch/IsAlone_x_Pclass features, use AUC^4-weighted rank ensemble for 4-model blend",,roc_auc,0.896433,false,321.4,,
7,"Multi-seed OOF averaging (5 seeds per model) for variance reduction, Optuna-optimized ensemble weights (200 trials), plus IsMother and IsChild_x_Pclass domain features targeting lifeboat prioritization signals",,roc_auc,0.895621,false,169.0,,
8,"Add sklearn MLPClassifier (128→64→32, L2 reg, early stopping) as a genuinely different 4th ensemble member to increase diversity beyond correlated GBMs, plus new features: ticket group composition (all-women flag, women fraction, has-child flag), ordinal deck encoding (A=7 top to G=1 bottom), Age², and deck×Pclass/womenFrac×Pclass interactions.",,roc_auc,0.899485,true,152.4,46af017,
9,"Add SVM (RBF kernel, 20 Optuna trials) and Logistic Regression (10 Optuna trials) as 5th and 6th ensemble members with genuinely different decision boundaries (distance/margin-based vs linear), testing 6 ensemble combinations (3-GBM to 6-model) and reporting the best to maximize diversity-driven AUC gains beyond 0.899",,roc_auc,0.899485,false,167.1,,
