experiment_id,description,model_name,metric_name,metric_value,improved,duration_s,commit,notes
0,"baseline: LightGBM with 5-fold stratified CV + feature engineering (Title extraction, FamilySize, HasCabin/Deck, missingness indicators) chosen because N=891 < 10k tabular data with mixed numeric/categorical features strongly favors gradient boosting over deep learning",,roc_auc,0.838538,true,3.1,f9cfc74,
1,"Switch to OOF 10-fold CV on all 891 samples (vs 178-sample holdout), add title-based age imputation, AgeBin, FarePerPerson/LogFare, Pclass×Sex interaction, and tune LightGBM params (num_leaves=63, lr=0.02, 3000 trees)",,roc_auc,0.862227,true,5.1,1e75090,
2,Add Ticket/Family/Name features + blend LightGBM+XGBoost+CatBoost OOF ensemble for model diversity,,roc_auc,0.887659,true,10.9,78c0c79,
3,"Add OOF target encoding for 6 categorical features (avoids leakage), add semantic ""women and children first"" features (IsChild, IsMother, IsWomanOrChild, IsAdultMale, Fare_WomanChild), add ExtraTrees as 4th model for GBM diversity, and add a proper stacking meta-learner (logistic regression on OOF predictions via nested CV)",,roc_auc,0.893531,true,24.3,6a3833d,
4,"Add TicketID+Title_Pclass OOF target encodings (group survival signal), FareRank_Pclass/Pclass_IsAlone/Age_Sex features, Random Forest + SVM as 6th/7th base models, and a regularized LGB meta-learner using original features alongside OOF predictions",,roc_auc,0.904385,true,45.5,dc9cc8b,
5,"Add Optuna LGB tuning (50 trials) + multi-seed LGB averaging + 3 new diverse base models (HistGBM, KNN-avg, MLP) bringing ensemble to 9 models + enhanced meta-learner with all TE features",,roc_auc,0.910254,true,122.3,b5d7c38,
6,"Add Optuna tuning for XGBoost (30 trials, 3-seed) and CatBoost (10 trials, 2-seed) and HistGBM (15 trials), plus new features (FarePerTicketMate, NonFamilyTicketMates, CabinCount, IsFemale×Pclass), DART-LGB and poly-LR as 2 new diverse base models bringing ensemble to 11",,roc_auc,0.910441,true,311.8,84463f0,
7,"Add ticket/family group composition features (fraction female/children, mean age in group — no target leakage), increase CatBoost Optuna to 25 trials + 3 seeds, add sklearn GBM as 12th diverse base model, and improve meta-learner with rank-normalized OOF features + XGBoost meta-learner option",,roc_auc,0.911719,true,348.9,2764c72,
8,"Add 10 new domain features (CabinOdd/DeckNum for port-starboard, TicketNum magnitude, IsVeryYoung/IsSenior age extremes, IsFemale_HasCabin/WorstCase/BestCase semantic combos, FarePP_RelToClass, IsVeryYoung_Pclass), expand to 14 base models (+AdaBoost +LR-L1), increase LGB Optuna to 75 trials, add model uncertainty/disagreement features (std, min, max, range) to meta-learner, and add CatBoost meta-learner with 4-way meta-ensemble average",,roc_auc,0.917428,true,416.3,f4517d5,
9,"Tune RF/ET with Optuna+multi-seed, add GOSS-LGB as 15th base model, increase LGB/XGB/CatBoost seeds 3→5, add SibSp/Parch target encoding, Optuna-tune meta-LGB",,roc_auc,0.917711,true,1530.2,d252915,
10,"Add group OOF survival features (ticket/family mates' mean predicted survival excluding self), voting features (% models predicting > 0.3/0.5/0.7), LDA OOF feature, Optuna-tuned CatBoost meta-learner (15 trials), and MLP meta-learner as 5th stacker — all operate only at the meta-learner level so runtime stays within budget (~70-90s overhead on 1530s baseline)",,roc_auc,0.916781,false,1543.5,,
11,"Add LDA+QDA as base models (Gaussian discriminant classifiers, completely distinct from all GBMs), and Level-3 LR meta-learner (LR on 4 meta-outputs to learn optimal combination weights vs equal averaging) — all additions are near-zero cost (~5s overhead), addressing the exp10 failure by NOT adding more features to the meta-learner",,roc_auc,0.916667,false,1529.2,,
12,"Add 3 new domain features (IsMiss_Young/FamilyFraction/AdultMaleInMixedGroup capturing unmarried young women/family-vs-friends/adult-male-in-mixed-group patterns), Optuna-tune DART-LGB (10 trials) + multi-seed 3×, add GOSS multi-seed (3×), and increase meta-LGB Optuna from 20→50 trials — focuses on tuning currently-unoptimized models and adding novel domain interactions without changing meta-learner structure (which caused failures in exp 10/11)",,roc_auc,0.917146,false,1797.8,,
13,"Add Optuna tuning (15 trials) for DART-LGB (was using fixed defaults), add multi-seed averaging for both DART (3 seeds) and GOSS (3 seeds) to reduce OOF variance, and reduce LGB Optuna from 75→50 trials to compensate — DART/GOSS improvements should provide cleaner base model signals to the meta-learner",,roc_auc,0.916555,false,1655.2,,
14,"Add Optuna tuning (20 trials) + 3-seed averaging to sklearn GBM (previously fixed-params, single-seed — only untuned capable base model), and add 3-seed averaging to HGB (previously single-seed despite being Optuna-tuned)",,roc_auc,0.915468,false,1636.3,,
15,"Add second CV seed (123) for all 4 meta-learners and average with seed-42 counterparts to reduce fold-specific overfitting, plus add BayesianRidge meta-learner (auto-regularized, operates only on the 15 OOF predictions)",,roc_auc,0.917711,false,1554.3,,
16,"Replace sklearn MLP base model with PyTorch MLP (256→128→64, BatchNorm+Dropout per layer, CosineAnnealingLR, early stopping on val AUC) with 3-seed averaging — provides better-regularized, lower-variance OOF predictions to the meta-learner compared to single-seed sklearn MLP",,roc_auc,,false,0.0,,SyntaxError: '[' was never closed
17,"Fix corrupted train.py (exp 16 SyntaxError) by restoring from best_train.py and correctly implementing PyTorch MLP (128→64→32, BatchNorm+Dropout, Adam+CosineAnnealingLR, early stopping on val AUC, 3-seed averaging) to replace the single-seed sklearn MLP base model — better regularization and variance reduction should improve OOF signal to the meta-learner",,roc_auc,0.919532,true,1581.6,78632ab,
18,"Improve PyTorch MLP with QuantileTransformer preprocessing (replaces StandardScaler to normalize skewed features), wider 256→128→64→32 architecture with SiLU activations, 5 seeds (from 3), 300 epochs/patience-40, gradient clipping, and LogisticRegressionCV for auto-tuned meta-LR regularization",,roc_auc,0.917790,false,1687.8,,
